index,Solar Zenith Angle,Clearsky DHI,Clearsky DNI,Clearsky GHI,Relative Humidity,DHI,DNI,GHI,Energy Output(kWh)
2020-01-01 00:00:00,139.01,0.0,0.0,0.0,66.87,0.0,0.0,0.0,0.0
2020-01-01 00:15:00,135.06137477000917,0.0,0.0,0.0,66.030625,0.0,0.0,0.0,0.0
2020-01-01 00:30:00,131.43366605335785,0.0,0.0,0.0,65.57499999999999,0.0,0.0,0.0,0.0
2020-01-01 00:45:00,128.1916243100276,0.0,0.0,0.0,65.386875,0.0,0.0,0.0,0.0
2020-01-01 01:00:00,125.4,0.0,0.0,0.0,65.35,0.0,0.0,0.0,0.0
2020-01-01 01:15:00,123.2429829268145,0.0,0.0,0.0,65.84711696869851,0.0,0.0,0.0,0.0
2020-01-01 01:30:00,121.51528657822108,0.0,0.0,0.0,67.00897858319604,0.0,0.0,0.0,0.0
2020-01-01 01:45:00,119.69744694051712,0.0,0.0,0.0,68.34135090609554,0.0,0.0,0.0,0.0
2020-01-01 02:00:00,117.27,0.0,0.0,0.0,69.35,0.0,0.0,0.0,0.0
2020-01-01 02:15:00,113.00148116736032,0.0,0.0,0.0,70.05708659390444,0.0,0.0,0.0,0.0
2020-01-01 02:30:00,107.09518837611876,0.0,0.0,0.0,70.72602141680396,0.0,0.0,0.0,0.0
2020-01-01 02:45:00,101.1838013968178,0.0,0.0,0.0,71.22444553130148,0.0,0.0,0.0,0.0
2020-01-01 03:00:00,96.9,0.0,0.0,0.0,71.42,0.0,0.0,0.0,0.0
2020-01-01 03:15:00,94.47118949481084,2.177024327784891,15.642013442894095,2.52222540633696,71.06316629177377,2.0264494140625,25.01718750000001,3.1512185402684563,0.0
2020-01-01 03:30:00,92.66478733489096,7.795398207426377,56.05370251438425,9.50343441689856,70.11094344473008,7.4396984375,80.055,11.28491610738255,0.0
2020-01-01 03:45:00,90.92349150752558,15.486072983354674,111.46354032868229,20.06542621901088,68.74074887532133,15.2405982421875,135.0928125,22.421155620805365,0.0
2020-01-01 04:00:00,88.69,23.88,172.1,33.33,67.13,24.43,160.11,34.58,0.0
2020-01-01 04:15:00,85.55616037912634,35.390784836401814,257.15552764952207,62.42701901576192,64.36046992582432,38.575873342722055,136.935,48.64765903970758,0.0046153846153846
2020-01-01 04:30:00,81.7317843628475,50.80455597859093,371.9413120941608,113.58641954249556,60.153140024991686,59.89922578892549,85.94999999999999,66.6385896539853,0.0173076923076923
2020-01-01 04:45:00,77.58651616514493,66.3110491314846,485.8639404917192,175.58011029798143,55.64424011166321,85.38046534066616,34.96499999999999,88.26522544127037,0.0363461538461538
2020-01-01 05:00:00,73.49,78.1,568.33,237.18,51.97,112.0,11.79,113.24,0.06
2020-01-01 05:15:00,69.26518361663084,86.16493893183399,617.5649022505357,300.367430561503,49.307031096563,142.6027280959011,17.36576952373316,144.37856879352444,0.1258413461538461
2020-01-01 05:30:00,64.80274838855459,93.06724552359196,656.269768551852,370.1478560827964,46.9735831969449,178.27929004192058,32.216218729955095,183.34569497213428,0.2376923076923076
2020-01-01 05:45:00,60.57393896620104,98.84842935355395,690.5647505772423,439.8293535626916,44.81834369885433,213.37870696697976,53.52605857119947,228.12747366467696,0.3431971153846154
2020-01-01 06:00:00,57.05,103.55,726.57,502.72,42.69,242.25,78.48,276.71,0.39
2020-01-01 06:15:00,54.41315280043399,107.28605211240384,769.546642540789,556.678398110134,40.41061559139785,264.34162892251913,128.8761289288005,344.58371167481005,0.3759375
2020-01-01 06:30:00,52.23949632247216,110.3730383856288,815.0281130962313,606.126981711405,38.1003082437276,283.56910566340974,206.15878127004487,429.1507992664978,0.345
2020-01-01 06:45:00,50.09109168327424,113.15600546603936,854.5430271035581,654.2195744569736,36.05484677419354,300.98202957259554,276.9820429762668,501.2649872249367,0.3140625
