index,Total Energy(kWh)
2020-01-01 00:00:00,8.58
2020-01-01 00:15:00,8.552890625
2020-01-01 00:30:00,8.530625
2020-01-01 00:45:00,8.515546875
2020-01-01 01:00:00,8.51
2020-01-01 01:15:00,8.5125
2020-01-01 01:30:00,8.518333333333333
2020-01-01 01:45:00,8.524999999999999
2020-01-01 02:00:00,8.53
2020-01-01 02:15:00,8.53252757352941
2020-01-01 02:30:00,8.53424019607843
2020-01-01 02:45:00,8.536332720588234
2020-01-01 03:00:00,8.54
2020-01-01 03:15:00,8.575365808823529
2020-01-01 03:30:00,8.656955882352941
2020-01-01 03:45:00,8.76256801470588
2020-01-01 04:00:00,8.87
2020-01-01 04:15:00,9.008029411764705
2020-01-01 04:30:00,9.180470588235293
2020-01-01 04:45:00,9.327676470588235
2020-01-01 05:00:00,9.39
2020-01-01 05:15:00,9.380625
2020-01-01 05:30:00,9.360000000000001
2020-01-01 05:45:00,9.339375
2020-01-01 06:00:00,9.33
2020-01-01 06:15:00,9.337572115384615
2020-01-01 06:30:00,9.357692307692307
2020-01-01 06:45:00,9.386466346153847
2020-01-01 07:00:00,9.42
2020-01-01 07:15:00,9.483789335664335
2020-01-01 07:30:00,9.580489510489512
2020-01-01 07:45:00,9.67194493006993
2020-01-01 08:00:00,9.72
2020-01-01 08:15:00,9.730148133116883
2020-01-01 08:30:00,9.735925324675325
2020-01-01 08:45:00,9.741239853896104
2020-01-01 09:00:00,9.75
2020-01-01 09:15:00,9.773816964285714
2020-01-01 09:30:00,9.810892857142857
2020-01-01 09:45:00,9.845022321428571
2020-01-01 10:00:00,9.86
2020-01-01 10:15:00,9.86
2020-01-01 10:30:00,9.86
2020-01-01 10:45:00,9.86
2020-01-01 11:00:00,9.86
2020-01-01 11:15:00,9.849062499999999
2020-01-01 11:30:00,9.825
2020-01-01 11:45:00,9.800937499999998
2020-01-01 12:00:00,9.79
2020-01-01 12:15:00,9.835263157894735
2020-01-01 12:30:00,9.937368421052632
2020-01-01 12:45:00,10.04578947368421
2020-01-01 13:00:00,10.11
2020-01-01 13:15:00,10.132781954887216
2020-01-01 13:30:00,10.15048872180451
2020-01-01 13:45:00,10.162951127819548
2020-01-01 14:00:00,10.17
2020-01-01 14:15:00,10.173087797619049
2020-01-01 14:30:00,10.174781746031746
2020-01-01 14:45:00,10.176584821428573
2020-01-01 15:00:00,10.18
2020-01-01 15:15:00,10.20921875
2020-01-01 15:30:00,10.26736111111111
2020-01-01 15:45:00,10.324322916666667
2020-01-01 16:00:00,10.35
2020-01-01 16:15:00,10.31875
2020-01-01 16:30:00,10.25
2020-01-01 16:45:00,10.18125
2020-01-01 17:00:00,10.15
2020-01-01 17:15:00,10.152241847826089
2020-01-01 17:30:00,10.158478260869565
2020-01-01 17:45:00,10.167975543478262
2020-01-01 18:00:00,10.18
2020-01-01 18:15:00,10.208983297985153
2020-01-01 18:30:00,10.260911983032875
2020-01-01 18:45:00,10.322384676564157
2020-01-01 19:00:00,10.38
2020-01-01 19:15:00,10.441623475609756
2020-01-01 19:30:00,10.51060975609756
2020-01-01 19:45:00,10.566791158536585
2020-01-01 20:00:00,10.59
2020-01-01 20:15:00,10.5484375
2020-01-01 20:30:00,10.4475
2020-01-01 20:45:00,10.322812500000001
2020-01-01 21:00:00,10.21
2020-01-01 21:15:00,10.120616554054054
2020-01-01 21:30:00,10.034977477477478
2020-01-01 21:45:00,9.941849662162163
2020-01-01 22:00:00,9.83
2020-01-01 22:15:00,9.664623110115066
2020-01-01 22:30:00,9.453116581928462
2020-01-01 22:45:00,9.24755176277763
2020-01-01 23:00:00,9.1
2020-01-01 23:15:00,9.011713758640013
2020-01-01 23:30:00,8.942424808518588
2020-01-01 23:45:00,8.881923454137867
2020-01-02 00:00:00,8.82
2020-01-02 00:15:00,8.743791273584907
2020-01-02 00:30:00,8.661981132075471
2020-01-02 00:45:00,8.596680424528302
2020-01-02 01:00:00,8.57
2020-01-02 01:15:00,8.582500000000001
2020-01-02 01:30:00,8.610000000000001
2020-01-02 01:45:00,8.6375
2020-01-02 02:00:00,8.65
2020-01-02 02:15:00,8.623437500000001
2020-01-02 02:30:00,8.565000000000001
2020-01-02 02:45:00,8.5065625
2020-01-02 03:00:00,8.48
2020-01-02 03:15:00,8.503995535714285
2020-01-02 03:30:00,8.56482142857143
2020-01-02 03:45:00,8.645736607142858
2020-01-02 04:00:00,8.73
2020-01-02 04:15:00,8.823522036474165
2020-01-02 04:30:00,8.936534954407296
2020-01-02 04:45:00,9.058780395136779
2020-01-02 05:00:00,9.18
2020-01-02 05:15:00,9.308755319148936
2020-01-02 05:30:00,9.446893617021276
2020-01-02 05:45:00,9.574085106382979
2020-01-02 06:00:00,9.67
2020-01-02 06:15:00,9.744156250000001
2020-01-02 06:30:00,9.81175
2020-01-02 06:45:00,9.860968750000001
2020-01-02 07:00:00,9.88
2020-01-02 07:15:00,9.88
2020-01-02 07:30:00,9.88
2020-01-02 07:45:00,9.88
2020-01-02 08:00:00,9.88
2020-01-02 08:15:00,9.883696646341464
2020-01-02 08:30:00,9.894024390243903
2020-01-02 08:45:00,9.909839939024389
2020-01-02 09:00:00,9.93
2020-01-02 09:15:00,9.99377613240418
2020-01-02 09:30:00,10.108118466898953
2020-01-02 09:45:00,10.22340156794425
2020-01-02 10:00:00,10.29
2020-01-02 10:15:00,10.313839285714286
2020-01-02 10:30:00,10.332857142857142
2020-01-02 10:45:00,10.345446428571428
2020-01-02 11:00:00,10.35
2020-01-02 11:15:00,10.348125
2020-01-02 11:30:00,10.343333333333334
2020-01-02 11:45:00,10.336875000000001
2020-01-02 12:00:00,10.33
2020-01-02 12:15:00,10.32323275862069
2020-01-02 12:30:00,10.31528735632184
2020-01-02 12:45:00,10.304698275862068
2020-01-02 13:00:00,10.29
2020-01-02 13:15:00,10.24123922413793
2020-01-02 13:30:00,10.156379310344827
2020-01-02 13:45:00,10.075829741379309
2020-01-02 14:00:00,10.04
2020-01-02 14:15:00,10.124374999999999
2020-01-02 14:30:00,10.31
2020-01-02 14:45:00,10.495624999999999
2020-01-02 15:00:00,10.58
2020-01-02 15:15:00,10.515937500000001
2020-01-02 15:30:00,10.375
2020-01-02 15:45:00,10.2340625
2020-01-02 16:00:00,10.17
2020-01-02 16:15:00,10.194999999999999
2020-01-02 16:30:00,10.25
2020-01-02 16:45:00,10.305
2020-01-02 17:00:00,10.33
2020-01-02 17:15:00,10.295625000000001
2020-01-02 17:30:00,10.219999999999999
2020-01-02 17:45:00,10.144374999999998
2020-01-02 18:00:00,10.11
2020-01-02 18:15:00,10.1521875
2020-01-02 18:30:00,10.245
2020-01-02 18:45:00,10.337812500000002
2020-01-02 19:00:00,10.38
2020-01-02 19:15:00,10.373750000000001
2020-01-02 19:30:00,10.36
2020-01-02 19:45:00,10.346250000000001
2020-01-02 20:00:00,10.34
2020-01-02 20:15:00,10.3478125
2020-01-02 20:30:00,10.365000000000002
2020-01-02 20:45:00,10.3821875
2020-01-02 21:00:00,10.39
2020-01-02 21:15:00,10.31843017578125
2020-01-02 21:30:00,10.144980468750001
2020-01-02 21:45:00,9.931540527343751
2020-01-02 22:00:00,9.74
2020-01-02 22:15:00,9.567877576104527
2020-01-02 22:30:00,9.388467807112068
2020-01-02 22:45:00,9.227324134563577
2020-01-02 23:00:00,9.11
2020-01-02 23:15:00,9.035100281491907
2020-01-02 23:30:00,8.97716396903589
2020-01-02 23:45:00,8.925645672061929
2020-01-03 00:00:00,8.87
2020-01-03 00:15:00,8.804912186028258
2020-01-03 00:30:00,8.736823652537936
2020-01-03 00:45:00,8.672823292778649
2020-01-03 01:00:00,8.62
2020-01-03 01:15:00,8.573759615384617
2020-01-03 01:30:00,8.529897435897436
2020-01-03 01:45:00,8.496086538461538
2020-01-03 02:00:00,8.48
2020-01-03 02:15:00,8.4758125
2020-01-03 02:30:00,8.472666666666669
2020-01-03 02:45:00,8.4706875
2020-01-03 03:00:00,8.47
2020-01-03 03:15:00,8.5127875
2020-01-03 03:30:00,8.6191
2020-01-03 03:45:00,8.755862500000001
2020-01-03 04:00:00,8.89
2020-01-03 04:15:00,9.0491375
2020-01-03 04:30:00,9.240900000000002
2020-01-03 04:45:00,9.4022125
2020-01-03 05:00:00,9.47
2020-01-03 05:15:00,9.47
2020-01-03 05:30:00,9.47
2020-01-03 05:45:00,9.47
2020-01-03 06:00:00,9.47
2020-01-03 06:15:00,9.530185185185186
2020-01-03 06:30:00,9.67216049382716
2020-01-03 06:45:00,9.838055555555556
2020-01-03 07:00:00,9.97
2020-01-03 07:15:00,10.066295405982906
2020-01-03 07:30:00,10.156942070275404
2020-01-03 07:45:00,10.231617699430199
2020-01-03 08:00:00,10.28
2020-01-03 08:15:00,10.310384615384615
2020-01-03 08:30:00,10.335897435897435
2020-01-03 08:45:00,10.353461538461538
2020-01-03 09:00:00,10.36
2020-01-03 09:15:00,10.358437499999999
2020-01-03 09:30:00,10.354999999999999
2020-01-03 09:45:00,10.3515625
2020-01-03 10:00:00,10.35
2020-01-03 10:15:00,10.3734375
2020-01-03 10:30:00,10.425
2020-01-03 10:45:00,10.4765625
2020-01-03 11:00:00,10.5
2020-01-03 11:15:00,10.440624999999999
2020-01-03 11:30:00,10.31
2020-01-03 11:45:00,10.179375
2020-01-03 12:00:00,10.12
2020-01-03 12:15:00,10.163558467741936
2020-01-03 12:30:00,10.26032258064516
2020-01-03 12:45:00,10.359425403225806
2020-01-03 13:00:00,10.41
2020-01-03 13:15:00,10.418387096774195
2020-01-03 13:30:00,10.424677419354838
2020-01-03 13:45:00,10.428629032258064
2020-01-03 14:00:00,10.43
2020-01-03 14:15:00,10.412115384615385
2020-01-03 14:30:00,10.372307692307691
2020-01-03 14:45:00,10.331346153846154
2020-01-03 15:00:00,10.31
2020-01-03 15:15:00,10.30675480769231
2020-01-03 15:30:00,10.305128205128208
2020-01-03 15:45:00,10.303437500000001
2020-01-03 16:00:00,10.3
2020-01-03 16:15:00,10.237884615384615
2020-01-03 16:30:00,10.107564102564103
2020-01-03 16:45:00,9.97846153846154
2020-01-03 17:00:00,9.92
2020-01-03 17:15:00,9.9752109375
2020-01-03 17:30:00,10.0980625
2020-01-03 17:45:00,10.2243828125
2020-01-03 18:00:00,10.29
2020-01-03 18:15:00,10.3005234375
2020-01-03 18:30:00,10.306687499999999
2020-01-03 18:45:00,10.312007812500001
2020-01-03 19:00:00,10.32
2020-01-03 19:15:00,10.336843750000002
2020-01-03 19:30:00,10.36025
2020-01-03 19:45:00,10.381031250000001
2020-01-03 20:00:00,10.39
2020-01-03 20:15:00,10.38870253164557
2020-01-03 20:30:00,10.38487341772152
2020-01-03 20:45:00,10.378607594936708
2020-01-03 21:00:00,10.37
2020-01-03 21:15:00,10.2712018562828
2020-01-03 21:30:00,10.05211845219718
2020-01-03 21:45:00,9.799475822012967
2020-01-03 22:00:00,9.6
2020-01-03 22:15:00,9.467716532705099
2020-01-03 22:30:00,9.352894493717665
2020-01-03 22:45:00,9.246625207871396
2020-01-03 23:00:00,9.14
2020-01-03 23:15:00,9.012627840909092
2020-01-03 23:30:00,8.875113636363638
2020-01-03 23:45:00,8.765042613636366
2020-01-04 00:00:00,8.72
2020-01-04 00:15:00,8.72
2020-01-04 00:30:00,8.72
2020-01-04 00:45:00,8.72
2020-01-04 01:00:00,8.72
2020-01-04 01:15:00,8.674687500000001
2020-01-04 01:30:00,8.575
2020-01-04 01:45:00,8.475312500000001
2020-01-04 02:00:00,8.43
2020-01-04 02:15:00,8.437113970588236
2020-01-04 02:30:00,8.456470588235295
2020-01-04 02:45:00,8.485091911764705
2020-01-04 03:00:00,8.52
2020-01-04 03:15:00,8.584503482972137
2020-01-04 03:30:00,8.689950464396285
2020-01-04 03:45:00,8.815422213622291
2020-01-04 04:00:00,8.94
2020-01-04 04:15:00,9.076116984803559
2020-01-04 04:30:00,9.229987398072646
2020-01-04 04:45:00,9.371364112305413
2020-01-04 05:00:00,9.47
2020-01-04 05:15:00,9.535915492957747
2020-01-04 05:30:00,9.593591549295775
2020-01-04 05:45:00,9.634471830985916
2020-01-04 06:00:00,9.65
2020-01-04 06:15:00,9.6390625
2020-01-04 06:30:00,9.615
2020-01-04 06:45:00,9.590937499999999
2020-01-04 07:00:00,9.58
2020-01-04 07:15:00,9.602932692307693
2020-01-04 07:30:00,9.656153846153847
2020-01-04 07:45:00,9.716298076923076
2020-01-04 08:00:00,9.76
2020-01-04 08:15:00,9.788076923076922
2020-01-04 08:30:00,9.813846153846153
2020-01-04 08:45:00,9.832692307692309
2020-01-04 09:00:00,9.84
2020-01-04 09:15:00,9.799375
2020-01-04 09:30:00,9.709999999999999
2020-01-04 09:45:00,9.620625
2020-01-04 10:00:00,9.58
2020-01-04 10:15:00,9.6284375
2020-01-04 10:30:00,9.735
2020-01-04 10:45:00,9.8415625
2020-01-04 11:00:00,9.89
2020-01-04 11:15:00,9.886875
2020-01-04 11:30:00,9.88
2020-01-04 11:45:00,9.873124999999998
2020-01-04 12:00:00,9.87
2020-01-04 12:15:00,9.8728125
2020-01-04 12:30:00,9.88
2020-01-04 12:45:00,9.889687499999999
2020-01-04 13:00:00,9.9
2020-01-04 13:15:00,9.915
2020-01-04 13:30:00,9.935000000000002
2020-01-04 13:45:00,9.952500000000002
2020-01-04 14:00:00,9.96
2020-01-04 14:15:00,9.953750000000001
2020-01-04 14:30:00,9.94
2020-01-04 14:45:00,9.926250000000001
2020-01-04 15:00:00,9.92
2020-01-04 15:15:00,9.948125
2020-01-04 15:30:00,10.01
2020-01-04 15:45:00,10.071874999999999
2020-01-04 16:00:00,10.1
2020-01-04 16:15:00,10.095312499999999
2020-01-04 16:30:00,10.085
2020-01-04 16:45:00,10.074687500000001
2020-01-04 17:00:00,10.07
2020-01-04 17:15:00,10.10811320754717
2020-01-04 17:30:00,10.198301886792454
