index,Total Energy(kWh)
2020-01-01 00:00:00,4.21
2020-01-01 00:15:00,4.147000000000001
2020-01-01 00:30:00,4.0920000000000005
2020-01-01 00:45:00,4.051000000000001
2020-01-01 01:00:00,4.03
2020-01-01 01:15:00,4.0218125
2020-01-01 01:30:00,4.015499999999999
2020-01-01 01:45:00,4.0114375
2020-01-01 02:00:00,4.01
2020-01-01 02:15:00,4.010667613636364
2020-01-01 02:30:00,4.012613636363636
2020-01-01 02:45:00,4.015752840909091
2020-01-01 03:00:00,4.02
2020-01-01 03:15:00,4.054602272727273
2020-01-01 03:30:00,4.125000000000001
2020-01-01 03:45:00,4.195397727272727
2020-01-01 04:00:00,4.23
2020-01-01 04:15:00,4.23340340909091
2020-01-01 04:30:00,4.235136363636364
2020-01-01 04:45:00,4.236801136363637
2020-01-01 05:00:00,4.24
2020-01-01 05:15:00,4.25659375
2020-01-01 05:30:00,4.28725
2020-01-01 05:45:00,4.31678125
2020-01-01 06:00:00,4.33
2020-01-01 06:15:00,4.3253125
2020-01-01 06:30:00,4.315
2020-01-01 06:45:00,4.3046875
2020-01-01 07:00:00,4.3
2020-01-01 07:15:00,4.321875
2020-01-01 07:30:00,4.37
2020-01-01 07:45:00,4.418125000000001
2020-01-01 08:00:00,4.44
2020-01-01 08:15:00,4.44
2020-01-01 08:30:00,4.44
2020-01-01 08:45:00,4.44
2020-01-01 09:00:00,4.44
2020-01-01 09:15:00,4.44
2020-01-01 09:30:00,4.44
2020-01-01 09:45:00,4.44
2020-01-01 10:00:00,4.44
2020-01-01 10:15:00,4.44
2020-01-01 10:30:00,4.44
2020-01-01 10:45:00,4.44
2020-01-01 11:00:00,4.44
2020-01-01 11:15:00,4.4384375
2020-01-01 11:30:00,4.4350000000000005
2020-01-01 11:45:00,4.431562499999999
2020-01-01 12:00:00,4.43
2020-01-01 12:15:00,4.433125
2020-01-01 12:30:00,4.44
2020-01-01 12:45:00,4.446875
2020-01-01 13:00:00,4.45
2020-01-01 13:15:00,4.45
2020-01-01 13:30:00,4.45
2020-01-01 13:45:00,4.45
2020-01-01 14:00:00,4.45
2020-01-01 14:15:00,4.4484375
2020-01-01 14:30:00,4.445
2020-01-01 14:45:00,4.4415625
2020-01-01 15:00:00,4.44
2020-01-01 15:15:00,4.441562500000001
2020-01-01 15:30:00,4.445
2020-01-01 15:45:00,4.448437500000001
2020-01-01 16:00:00,4.45
2020-01-01 16:15:00,4.45
2020-01-01 16:30:00,4.45
2020-01-01 16:45:00,4.45
2020-01-01 17:00:00,4.45
2020-01-01 17:15:00,4.45
2020-01-01 17:30:00,4.45
2020-01-01 17:45:00,4.45
2020-01-01 18:00:00,4.45
2020-01-01 18:15:00,4.4484375
2020-01-01 18:30:00,4.445
2020-01-01 18:45:00,4.4415625
2020-01-01 19:00:00,4.44
2020-01-01 19:15:00,4.443281250000001
2020-01-01 19:30:00,4.45125
2020-01-01 19:45:00,4.46109375
2020-01-01 20:00:00,4.47
2020-01-01 20:15:00,4.4789062500000005
2020-01-01 20:30:00,4.48875
2020-01-01 20:45:00,4.49671875
2020-01-01 21:00:00,4.5
2020-01-01 21:15:00,4.495833333333334
2020-01-01 21:30:00,4.485555555555555
2020-01-01 21:45:00,4.472499999999999
2020-01-01 22:00:00,4.46
2020-01-01 22:15:00,4.4496484375000005
2020-01-01 22:30:00,4.439340277777778
2020-01-01 22:45:00,4.426861979166668
2020-01-01 23:00:00,4.41
2020-01-01 23:15:00,4.369179687500001
2020-01-01 23:30:00,4.305104166666667
2020-01-01 23:45:00,4.245976562499999
2020-01-02 00:00:00,4.22
2020-01-02 00:15:00,4.2215625
2020-01-02 00:30:00,4.225
2020-01-02 00:45:00,4.228437500000001
2020-01-02 01:00:00,4.23
2020-01-02 01:15:00,4.228529411764706
2020-01-02 01:30:00,4.2244117647058825
2020-01-02 01:45:00,4.218088235294117
2020-01-02 02:00:00,4.21
2020-01-02 02:15:00,4.181599264705882
2020-01-02 02:30:00,4.130588235294118
2020-01-02 02:45:00,4.0817830882352935
2020-01-02 03:00:00,4.06
2020-01-02 03:15:00,4.088125
2020-01-02 03:30:00,4.15
2020-01-02 03:45:00,4.211875
2020-01-02 04:00:00,4.24
2020-01-02 04:15:00,4.2384375
2020-01-02 04:30:00,4.234999999999999
2020-01-02 04:45:00,4.2315625
2020-01-02 05:00:00,4.23
2020-01-02 05:15:00,4.231470588235295
2020-01-02 05:30:00,4.235588235294117
2020-01-02 05:45:00,4.241911764705883
2020-01-02 06:00:00,4.25
2020-01-02 06:15:00,4.2754402089783285
2020-01-02 06:30:00,4.321517027863777
2020-01-02 06:45:00,4.3693353328173385
2020-01-02 07:00:00,4.4
2020-01-02 07:15:00,4.415131578947369
2020-01-02 07:30:00,4.427894736842105
2020-01-02 07:45:00,4.43671052631579
2020-01-02 08:00:00,4.44
2020-01-02 08:15:00,4.44
2020-01-02 08:30:00,4.44
2020-01-02 08:45:00,4.44
2020-01-02 09:00:00,4.44
2020-01-02 09:15:00,4.443125
2020-01-02 09:30:00,4.45
2020-01-02 09:45:00,4.456875
2020-01-02 10:00:00,4.46
2020-01-02 10:15:00,4.456875
2020-01-02 10:30:00,4.45
2020-01-02 10:45:00,4.443125
2020-01-02 11:00:00,4.44
2020-01-02 11:15:00,4.441562500000001
2020-01-02 11:30:00,4.445
2020-01-02 11:45:00,4.448437500000001
2020-01-02 12:00:00,4.45
2020-01-02 12:15:00,4.4484375
2020-01-02 12:30:00,4.445
2020-01-02 12:45:00,4.4415625
2020-01-02 13:00:00,4.44
2020-01-02 13:15:00,4.441562500000001
2020-01-02 13:30:00,4.445
2020-01-02 13:45:00,4.448437500000001
2020-01-02 14:00:00,4.45
2020-01-02 14:15:00,4.4453125
2020-01-02 14:30:00,4.4350000000000005
2020-01-02 14:45:00,4.4246875
2020-01-02 15:00:00,4.42
2020-01-02 15:15:00,4.4246875
2020-01-02 15:30:00,4.435
2020-01-02 15:45:00,4.4453125
2020-01-02 16:00:00,4.45
2020-01-02 16:15:00,4.446875
2020-01-02 16:30:00,4.44
2020-01-02 16:45:00,4.433125
2020-01-02 17:00:00,4.43
2020-01-02 17:15:00,4.432343749999999
2020-01-02 17:30:00,4.4375
2020-01-02 17:45:00,4.442656250000001
2020-01-02 18:00:00,4.445
2020-01-02 18:15:00,4.445
2020-01-02 18:30:00,4.445
2020-01-02 18:45:00,4.445
2020-01-02 19:00:00,4.445
2020-01-02 19:15:00,4.446540178571429
2020-01-02 19:30:00,4.450357142857143
2020-01-02 19:45:00,4.455245535714286
2020-01-02 20:00:00,4.46
2020-01-02 20:15:00,4.465535714285714
2020-01-02 20:30:00,4.472142857142858
2020-01-02 20:45:00,4.477678571428571
2020-01-02 21:00:00,4.48
2020-01-02 21:15:00,4.4760156250000005
2020-01-02 21:30:00,4.466875000000001
2020-01-02 21:45:00,4.456796875
2020-01-02 22:00:00,4.45
2020-01-02 22:15:00,4.447223011363636
2020-01-02 22:30:00,4.445511363636364
2020-01-02 22:45:00,4.44354403409091
2020-01-02 23:00:00,4.44
2020-01-02 23:15:00,4.405397727272727
2020-01-02 23:30:00,4.335000000000001
2020-01-02 23:45:00,4.264602272727274
2020-01-03 00:00:00,4.23
2020-01-03 00:15:00,4.226623376623377
2020-01-03 00:30:00,4.224935064935066
2020-01-03 00:45:00,4.2232792207792205
2020-01-03 01:00:00,4.22
2020-01-03 01:15:00,4.1999435399159655
2020-01-03 01:30:00,4.1603256302521
2020-01-03 01:45:00,4.118044905462185
2020-01-03 02:00:00,4.09
2020-01-03 02:15:00,4.075147058823529
2020-01-03 02:30:00,4.062352941176471
2020-01-03 02:45:00,4.053382352941176
2020-01-03 03:00:00,4.05
2020-01-03 03:15:00,4.0796875
2020-01-03 03:30:00,4.145
2020-01-03 03:45:00,4.2103125
2020-01-03 04:00:00,4.24
2020-01-03 04:15:00,4.24
2020-01-03 04:30:00,4.24
2020-01-03 04:45:00,4.24
2020-01-03 05:00:00,4.24
2020-01-03 05:15:00,4.2492857142857146
2020-01-03 05:30:00,4.271428571428571
2020-01-03 05:45:00,4.297857142857143
2020-01-03 06:00:00,4.32
2020-01-03 06:15:00,4.336205357142857
2020-01-03 06:30:00,4.351071428571428
2020-01-03 06:45:00,4.365401785714286
2020-01-03 07:00:00,4.38
2020-01-03 07:15:00,4.3978125
2020-01-03 07:30:00,4.4175
2020-01-03 07:45:00,4.4334375
2020-01-03 08:00:00,4.44
2020-01-03 08:15:00,4.44
2020-01-03 08:30:00,4.44
2020-01-03 08:45:00,4.44
2020-01-03 09:00:00,4.44
2020-01-03 09:15:00,4.441562500000001
2020-01-03 09:30:00,4.445
2020-01-03 09:45:00,4.448437500000001
2020-01-03 10:00:00,4.45
2020-01-03 10:15:00,4.4484375
2020-01-03 10:30:00,4.445
2020-01-03 10:45:00,4.4415625
