index,Total Energy(kWh)
2020-01-01 00:00:00,3.91
2020-01-01 00:15:00,3.940078125
2020-01-01 00:30:00,3.965625
2020-01-01 00:45:00,3.983359375
2020-01-01 01:00:00,3.99
2020-01-01 01:15:00,3.9884375
2020-01-01 01:30:00,3.985
2020-01-01 01:45:00,3.9815625
2020-01-01 02:00:00,3.98
2020-01-01 02:15:00,3.9815625
2020-01-01 02:30:00,3.985
2020-01-01 02:45:00,3.9884375
2020-01-01 03:00:00,3.99
2020-01-01 03:15:00,3.986875
2020-01-01 03:30:00,3.98
2020-01-01 03:45:00,3.973125000000001
2020-01-01 04:00:00,3.97
2020-01-01 04:15:00,3.973125000000001
2020-01-01 04:30:00,3.98
2020-01-01 04:45:00,3.986875
2020-01-01 05:00:00,3.99
2020-01-01 05:15:00,3.99
2020-01-01 05:30:00,3.99
2020-01-01 05:45:00,3.99
2020-01-01 06:00:00,3.99
2020-01-01 06:15:00,3.993653846153847
2020-01-01 06:30:00,4.0030769230769225
2020-01-01 06:45:00,4.015961538461538
2020-01-01 07:00:00,4.03
2020-01-01 07:15:00,4.049741586538461
2020-01-01 07:30:00,4.076298076923077
2020-01-01 07:45:00,4.102205528846154
2020-01-01 08:00:00,4.12
2020-01-01 08:15:00,4.129257812500001
2020-01-01 08:30:00,4.1359375
2020-01-01 08:45:00,4.1421484375
2020-01-01 09:00:00,4.15
2020-01-01 09:15:00,4.163085937500001
2020-01-01 09:30:00,4.1796875
2020-01-01 09:45:00,4.1939453125
2020-01-01 10:00:00,4.2
2020-01-01 10:15:00,4.182812500000001
2020-01-01 10:30:00,4.145
2020-01-01 10:45:00,4.107187499999999
2020-01-01 11:00:00,4.09
2020-01-01 11:15:00,4.1103125
2020-01-01 11:30:00,4.155
2020-01-01 11:45:00,4.1996875
2020-01-01 12:00:00,4.22
2020-01-01 12:15:00,4.216875
2020-01-01 12:30:00,4.21
2020-01-01 12:45:00,4.203125
2020-01-01 13:00:00,4.2
2020-01-01 13:15:00,4.2015625000000005
2020-01-01 13:30:00,4.205
2020-01-01 13:45:00,4.2084375000000005
