index,Total Energy(kWh)
2020-01-01 00:00:00,3.91
2020-01-01 00:15:00,3.9400781250000003
2020-01-01 00:30:00,3.965625
2020-01-01 00:45:00,3.983359375
2020-01-01 01:00:00,3.99
2020-01-01 01:15:00,3.9884375000000003
2020-01-01 01:30:00,3.985
2020-01-01 01:45:00,3.9815625000000003
2020-01-01 02:00:00,3.98
2020-01-01 02:15:00,3.9815625
2020-01-01 02:30:00,3.9850000000000003
2020-01-01 02:45:00,3.9884375
2020-01-01 03:00:00,3.99
2020-01-01 03:15:00,3.986875
2020-01-01 03:30:00,3.98
2020-01-01 03:45:00,3.9731250000000005
2020-01-01 04:00:00,3.97
2020-01-01 04:15:00,3.9731250000000005
2020-01-01 04:30:00,3.9800000000000004
2020-01-01 04:45:00,3.986875
2020-01-01 05:00:00,3.99
2020-01-01 05:15:00,3.99
2020-01-01 05:30:00,3.99
2020-01-01 05:45:00,3.99
2020-01-01 06:00:00,3.99
2020-01-01 06:15:00,3.9936538461538467
2020-01-01 06:30:00,4.0030769230769225
2020-01-01 06:45:00,4.015961538461538
2020-01-01 07:00:00,4.03
2020-01-01 07:15:00,4.049741586538461
2020-01-01 07:30:00,4.076298076923077
2020-01-01 07:45:00,4.102205528846154
2020-01-01 08:00:00,4.12
2020-01-01 08:15:00,4.129257812500001
2020-01-01 08:30:00,4.1359375
2020-01-01 08:45:00,4.1421484375
2020-01-01 09:00:00,4.15
2020-01-01 09:15:00,4.163085937500001
2020-01-01 09:30:00,4.1796875
2020-01-01 09:45:00,4.1939453125
2020-01-01 10:00:00,4.2
2020-01-01 10:15:00,4.182812500000001
2020-01-01 10:30:00,4.145
2020-01-01 10:45:00,4.107187499999999
2020-01-01 11:00:00,4.09
2020-01-01 11:15:00,4.1103125
2020-01-01 11:30:00,4.155
2020-01-01 11:45:00,4.1996875
2020-01-01 12:00:00,4.22
2020-01-01 12:15:00,4.216875
2020-01-01 12:30:00,4.21
2020-01-01 12:45:00,4.203125
2020-01-01 13:00:00,4.2
2020-01-01 13:15:00,4.2015625000000005
2020-01-01 13:30:00,4.205
2020-01-01 13:45:00,4.2084375000000005
2020-01-01 14:00:00,4.21
2020-01-01 14:15:00,4.208214285714285
2020-01-01 14:30:00,4.203571428571429
2020-01-01 14:45:00,4.1971428571428575
2020-01-01 15:00:00,4.19
2020-01-01 15:15:00,4.181054258241759
2020-01-01 15:30:00,4.169120879120879
2020-01-01 15:45:00,4.15512706043956
2020-01-01 16:00:00,4.14
2020-01-01 16:15:00,4.122816742081447
2020-01-01 16:30:00,4.102895927601811
2020-01-01 16:45:00,4.081527149321266
2020-01-01 17:00:00,4.06
2020-01-01 17:15:00,4.034025735294118
2020-01-01 17:30:00,4.004411764705883
2020-01-01 17:45:00,3.980091911764706
2020-01-01 18:00:00,3.97
2020-01-01 18:15:00,3.9715625
2020-01-01 18:30:00,3.975
2020-01-01 18:45:00,3.9784375
2020-01-01 19:00:00,3.98
2020-01-01 19:15:00,3.9784375
2020-01-01 19:30:00,3.975
2020-01-01 19:45:00,3.9715625
2020-01-01 20:00:00,3.97
2020-01-01 20:15:00,3.9715625
2020-01-01 20:30:00,3.975
2020-01-01 20:45:00,3.9784375
2020-01-01 21:00:00,3.98
2020-01-01 21:15:00,3.9784375
2020-01-01 21:30:00,3.975
2020-01-01 21:45:00,3.9715625
2020-01-01 22:00:00,3.97
2020-01-01 22:15:00,3.9731250000000005
2020-01-01 22:30:00,3.9800000000000004
2020-01-01 22:45:00,3.986875
2020-01-01 23:00:00,3.99
2020-01-01 23:15:00,3.986875
2020-01-01 23:30:00,3.98
2020-01-01 23:45:00,3.9731250000000005
2020-01-02 00:00:00,3.97
2020-01-02 00:15:00,3.9709375000000002
2020-01-02 00:30:00,3.973333333333333
2020-01-02 00:45:00,3.9765625
2020-01-02 01:00:00,3.98
2020-01-02 01:15:00,3.985
2020-01-02 01:30:00,3.9916666666666663
2020-01-02 01:45:00,3.9975
2020-01-02 02:00:00,4.0
2020-01-02 02:15:00,3.9937500000000004
2020-01-02 02:30:00,3.98
2020-01-02 02:45:00,3.96625
2020-01-02 03:00:00,3.96
2020-01-02 03:15:00,3.9662499999999996
2020-01-02 03:30:00,3.98
2020-01-02 03:45:00,3.99375
2020-01-02 04:00:00,4.0
2020-01-02 04:15:00,3.9968749999999997
