index,Total Energy(kWh)
2020-01-01 00:00:00,8.39
2020-01-01 00:15:00,8.326875000000001
2020-01-01 00:30:00,8.2725
2020-01-01 00:45:00,8.234375
2020-01-01 01:00:00,8.22
2020-01-01 01:15:00,8.220655241935484
2020-01-01 01:30:00,8.22258064516129
2020-01-01 01:45:00,8.225715725806452
2020-01-01 02:00:00,8.23
2020-01-01 02:15:00,8.271093867216804
2020-01-01 02:30:00,8.359744936234058
2020-01-01 02:45:00,8.458523537134282
2020-01-01 03:00:00,8.53
2020-01-01 03:15:00,8.566514402748412
2020-01-01 03:30:00,8.592856236786469
2020-01-01 03:45:00,8.620269952431288
2020-01-01 04:00:00,8.66
2020-01-01 04:15:00,8.753545454545455
2020-01-01 04:30:00,8.894818181818183
2020-01-01 04:45:00,9.023681818181817
2020-01-01 05:00:00,9.08
2020-01-01 05:15:00,8.840937499999999
2020-01-01 05:30:00,8.315
2020-01-01 05:45:00,7.7890625
2020-01-01 06:00:00,7.55
2020-01-01 06:15:00,7.847230769230769
2020-01-01 06:30:00,8.502615384615385
2020-01-01 06:45:00,9.16169230769231
2020-01-01 07:00:00,9.47
2020-01-01 07:15:00,9.481870192307692
2020-01-01 07:30:00,9.489384615384617
2020-01-01 07:45:00,9.494706730769233
2020-01-01 08:00:00,9.5
2020-01-01 08:15:00,9.5065
2020-01-01 08:30:00,9.513
2020-01-01 08:45:00,9.517999999999999
2020-01-01 09:00:00,9.52
2020-01-01 09:15:00,9.5175
2020-01-01 09:30:00,9.511666666666667
2020-01-01 09:45:00,9.505
2020-01-01 10:00:00,9.5
2020-01-01 10:15:00,9.4965625
2020-01-01 10:30:00,9.493333333333334
2020-01-01 10:45:00,9.4909375
2020-01-01 11:00:00,9.49
2020-01-01 11:15:00,9.5103125
2020-01-01 11:30:00,9.554999999999998
2020-01-01 11:45:00,9.599687499999998
2020-01-01 12:00:00,9.62
2020-01-01 12:15:00,9.604375
2020-01-01 12:30:00,9.57
2020-01-01 12:45:00,9.535625
2020-01-01 13:00:00,9.52
2020-01-01 13:15:00,9.527908653846154
2020-01-01 13:30:00,9.546923076923076
2020-01-01 13:45:00,9.56997596153846
2020-01-01 14:00:00,9.59
2020-01-01 14:15:00,9.605904720279721
2020-01-01 14:30:00,9.621258741258742
2020-01-01 14:45:00,9.635983391608391
2020-01-01 15:00:00,9.65
2020-01-01 15:15:00,9.662174131016043
2020-01-01 15:30:00,9.672994652406418
2020-01-01 15:45:00,9.684817847593584
2020-01-01 16:00:00,9.7
2020-01-01 16:15:00,9.723855042016806
2020-01-01 16:30:00,9.755966386554622
2020-01-01 16:45:00,9.790094537815127
2020-01-01 17:00:00,9.82
2020-01-01 17:15:00,9.841495535714285
2020-01-01 17:30:00,9.859107142857143
2020-01-01 17:45:00,9.879665178571429
2020-01-01 18:00:00,9.91
2020-01-01 18:15:00,10.00140625
2020-01-01 18:30:00,10.153749999999999
2020-01-01 18:45:00,10.29671875
2020-01-01 19:00:00,10.36
2020-01-01 19:15:00,10.352091346153845
2020-01-01 19:30:00,10.333076923076923
2020-01-01 19:45:00,10.310024038461536
2020-01-01 20:00:00,10.29
2020-01-01 20:15:00,10.276199175824175
2020-01-01 20:30:00,10.26435164835165
2020-01-01 20:45:00,10.250328296703298
2020-01-01 21:00:00,10.23
2020-01-01 21:15:00,10.188933340097403
2020-01-01 21:30:00,10.121179383116885
2020-01-01 21:45:00,10.03533573457792
2020-01-01 22:00:00,9.94
2020-01-01 22:15:00,9.81335032532991
2020-01-01 22:30:00,9.65031677663734
2020-01-01 22:45:00,9.484624839626099
2020-01-01 23:00:00,9.35
2020-01-01 23:15:00,9.249399332591768
2020-01-01 23:30:00,9.161247682610307
2020-01-01 23:45:00,9.082472191323692
2020-01-02 00:00:00,9.01
2020-01-02 00:15:00,8.944842799188642
2020-01-02 00:30:00,8.886592292089249
2020-01-02 00:45:00,8.830045638945233
