index,Solar Zenith Angle,Clearsky DHI,Clearsky DNI,Clearsky GHI,Relative Humidity,DHI,DNI,GHI,Energy Output(kWh)
2020-01-01 00:00:00,135.14,0.0,0.0,0.0,55.32,0.0,0.0,0.0,0.0
2020-01-01 00:15:00,134.6179197651663,0.0,0.0,0.0,56.792109375,0.0,0.0,0.0,0.0
2020-01-01 00:30:00,133.23611937377692,0.0,0.0,0.0,58.004375,0.0,0.0,0.0,0.0
2020-01-01 00:45:00,131.27125929549902,0.0,0.0,0.0,58.826953125,0.0,0.0,0.0,0.0
2020-01-01 01:00:00,129.0,0.0,0.0,0.0,59.13,0.0,0.0,0.0,0.0
2020-01-01 01:15:00,125.30776881504296,0.0,0.0,0.0,58.9675,0.0,0.0,0.0,0.0
2020-01-01 01:30:00,119.8687889210017,0.0,0.0,0.0,58.61,0.0,0.0,0.0,0.0
2020-01-01 01:45:00,114.14291456645957,0.0,0.0,0.0,58.252500000000005,0.0,0.0,0.0,0.0
2020-01-01 02:00:00,109.59,0.0,0.0,0.0,58.09,0.0,0.0,0.0,0.0
2020-01-01 02:15:00,106.47232507204382,0.0,0.0,0.0,58.915000000000006,0.0,0.0,0.0,0.0
2020-01-01 02:30:00,103.85185011500734,0.0,0.0,0.0,60.73,0.0,0.0,0.0,0.0
2020-01-01 02:45:00,101.3879501004672,0.0,0.0,0.0,62.545,0.0,0.0,0.0,0.0
2020-01-01 03:00:00,98.74,0.0,0.0,0.0,63.37,0.0,0.0,0.0,0.0
2020-01-01 03:15:00,95.89017838986008,1.4959567198177677,12.015093894526418,1.8166862969148283,63.09733606917135,2.003125,0.0,2.0625,0.0078260869565217
2020-01-01 03:30:00,92.99065919253206,5.442551252847381,43.82525038540378,6.924496791772875,62.3720628511236,6.409999999999998,0.0,6.599999999999999,0.0283695652173913
2020-01-01 03:45:00,89.95581039893803,11.027870159453304,89.07778168357925,14.810058890744482,61.33325820751404,10.816874999999996,0.0,11.137499999999998,0.0572282608695652
2020-01-01 04:00:00,86.7,17.44,141.42,24.96,60.12,12.82,0.0,13.2,0.09
2020-01-01 04:15:00,83.01248790365996,27.842261161597268,229.25155121622845,52.03364796191278,58.18719555143584,11.61375,0.0,11.8953125,0.1307125040558079
2020-01-01 04:30:00,78.96396961439586,43.02446560328746,359.2738040140834,102.92705481531316,55.30414717274275,8.959999999999999,0.0,9.025,0.186555807916937
2020-01-01 04:45:00,74.89096651793386,58.61443724333394,492.58665480489657,165.481934261057,52.0815252076783,6.30625,0.0,6.1546875000000005,0.2578712078195976
2020-01-01 05:00:00,71.13,70.24,590.29,227.54,49.13,5.1,0.0,4.85,0.345
2020-01-01 05:15:00,67.78898950255612,77.83134352260733,651.8123863581236,291.9227862284192,46.424951758746936,39.3990683351701,12.150000000000002,44.934375,0.4658361354564387
2020-01-01 05:30:00,64.65757977357738,84.2751164392226,703.3136390873042,363.8680331566233,43.698958071057845,115.48834889378692,38.88,133.11999999999998,0.6345804408191601
2020-01-01 05:45:00,61.59488015780996,89.63383113622656,745.9905722728325,434.8417635065157,41.19848534783984,193.15595500551032,65.61,221.305625,0.8460345257723012
2020-01-01 06:00:00,58.46,93.97,781.04,496.31,39.17,232.19,77.76,261.39,1.095
2020-01-01 06:15:00,55.1516247844792,97.3898945171164,810.2541664553314,545.8854370236375,37.58151191271383,236.76549391248835,65.76156250000001,260.4228125,1.4410743416552667
2020-01-01 06:30:00,51.765600072527086,100.19231863635862,835.1989975211333,589.6261682571186,36.2102012904186,239.19218155420947,39.36500000000001,258.295,1.904376538987688
2020-01-01 06:45:00,48.45677532431141,102.72858343742156,856.7318298263683,631.6663153620402,35.01629002291406,241.46027841882588,12.968437500000007,256.16718749999995,2.420490466826265
2020-01-01 07:00:00,45.38,105.35,875.71,676.14,33.96,245.56,0.97,255.2,2.925
2020-01-01 07:15:00,42.64112835159143,108.41885394680456,893.2332739633903,726.820200409175,33.030554429113124,255.50182862960293,1.0379252547250524,260.18168165020955,3.467982691796598
2020-01-01 07:30:00,40.11214306321383,111.65918105491096,909.2871125848898,780.6812071327889,32.211383914987245,272.681770574934,1.2411340126001398,274.0278177338923,4.0619685506732806
2020-01-01 07:45:00,37.597086243229306,114.46491763556187,923.0573949139444,831.6591102900086,31.454021443367743,295.16832723279805,1.5787757641751572,295.09004495062885,4.586220134213323
2020-01-01 08:00:00,34.9,116.23,933.73,873.69,30.71,321.03,2.05,321.72,4.92
2020-01-01 08:15:00,31.661517940969453,117.13862229726108,942.6907209580838,906.6415838876442,29.90715957696388,365.4611613492033,33.04375939030143,398.14300843514695,5.108886483433736
2020-01-01 08:30:00,28.07330142798286,117.82525876595028,950.8961964071856,935.275644007618,29.08843213923041,428.2326989770696,105.50062639933743,533.0511579615097,5.266649096385542
2020-01-01 08:45:00,24.76593420100484,118.35926585166436,956.8885736526946,960.8693821237828,28.37798863188173,484.27788711640113,190.24718020870472,671.4962285071175,5.374837161144579
2020-01-01 09:00:00,22.37,118.81,959.21,984.7,27.9,508.53,258.11,758.53,5.415
2020-01-01 09:15:00,20.649987001733106,119.16387596829463,954.7240625,1010.4670703186108,27.640780088477698,507.6977751258714,311.4470820365702,799.4617773426726,5.32125
2020-01-01 09:30:00,19.11498844598498,119.42978608727373,944.855,1036.7673958387654,27.45995111506141,505.4215670023237,364.1832395880624,833.596024304598,5.115
2020-01-01 09:45:00,18.012495667244366,119.7108031626159,934.9859375,1057.224023439537,27.29164658411441,502.0320753776143,404.4952773455234,856.9772591142242,4.90875
2020-01-01 10:00:00,17.59,120.11,930.5,1065.46,27.07,497.86,420.56,865.65,4.815
2020-01-01 10:15:00,17.96330093344156,121.0230499301676,937.0140625,1059.2383832522669,26.70676420599965,486.9363621223858,357.4428125,806.3156250000001,4.891094720496895
2020-01-01 10:30:00,18.937969155844154,122.39132216014896,951.345,1043.654855339378,26.242477658576124,468.6934329976762,218.585,675.78,5.085419254658386
2020-01-01 10:45:00,20.29615280032468,123.63643331005588,965.6759375,1023.3313997568,25.80445228186452,451.5637873741285,79.72718750000001,545.244375,5.347034161490683
2020-01-01 11:00:00,21.82,124.18,972.19,1002.89,25.52,443.98,16.61,485.91,5.625
2020-01-01 11:15:00,23.85174232039968,122.75219989708084,971.5999269215046,983.2913673938448,25.361434010152287,444.92375,30.6173257670811,495.2850834563367,6.027184588509317
2020-01-01 11:30:00,26.63475116608744,119.49836639221556,969.9414717906787,961.5658570623424,25.22738578680203,447.0,63.43286871221626,516.2810558835645,6.562080745341615
2020-01-01 11:45:00,29.80288442873148,115.96284969124252,967.3822807645136,936.4399181996688,25.134644670050765,449.07625,101.2469773012433,538.20400036901,7.029686529503105
2020-01-01 12:00:00,32.99,113.69,964.09,906.64,25.1,450.02,130.25,550.36,7.23
2020-01-01 12:15:00,36.26004338929238,112.83569719208194,955.261676546952,865.7988387800497,25.11088662790698,446.33703396851695,151.1373976987567,553.7550621309899,7.181604545454546
2020-01-01 12:30:00,39.77555634864286,112.29942529664964,938.7107477065622,813.5108282169065,25.140697674418604,436.7587572493786,171.09713128778372,556.4039441164356,7.048445454545455
2020-01-01 12:45:00,43.31829113367191,111.74094075289251,918.5294450128916,757.4449035453099,25.18515988372093,423.4911019055509,186.0582992329189,558.1258540436633,6.848563636363637
2020-01-01 13:00:00,46.67,110.82,898.81,705.27,25.24,408.74,191.95,558.74,6.6
2020-01-01 13:15:00,49.6923579696785,108.56539797310916,880.9745858837243,660.1064806518739,25.345115954267893,391.00766067463854,184.359375,534.6651469995603,5.903780113636363
2020-01-01 13:30:00,52.5386745936249,104.69831130602157,862.5808346844136,617.4161963089174,25.521704560218264,367.5812762977935,167.66,478.1628919988277,4.719054545454545
2020-01-01 13:45:00,55.428153920758845,99.91706898592318,841.9241661428961,573.3803138115021,25.737440886059503,338.8442537720516,150.960625,412.8166909986811,3.601051704545455
2020-01-01 14:00:00,58.58,94.92,817.3,524.18,25.96,305.18,143.37,362.21,3.105
2020-01-01 14:15:00,62.30315957748011,89.74586025526345,787.4869079448225,465.5067956444028,26.16166568385683,251.4763882673592,218.935625,331.83810272857465,3.12609375
2020-01-01 14:30:00,66.43399473501232,83.89700000380944,751.3803628828362,399.4169289068295,26.37174629289193,178.28210247396854,385.18,307.381557940521,3.1725000000000003
2020-01-01 14:45:00,70.48283252503836,77.2671397504507,707.4511363794318,331.63859771584123,26.643453755481087,109.47176544359364,551.4243749999999,282.7017341822069,3.21890625
2020-01-01 15:00:00,73.96,69.75,654.17,267.9,27.03,68.92,626.99,251.66,3.24
2020-01-01 15:15:00,76.60810559249646,59.92526638453128,571.0398975477126,202.6282565354337,28.25005126096047,53.19219383670726,580.1943595192905,201.4947825212447,3.19921875
2020-01-01 15:30:00,78.82600691174723,47.89191635614249,456.5465609228824,134.9580157632373,30.383433750952207,41.79595560683387,469.8516253847748,136.57498660201665,3.095
2020-01-01 15:45:00,81.10840477512438,35.822608149682466,337.6349438366109,77.6787671094223,32.52509936546784,33.019239573543544,341.0280785578717,76.45769738178025,2.9545312500000005
2020-01-01 16:00:00,83.95,25.89,241.25,43.58,33.77,25.15,238.79,40.7,2.805
2020-01-01 16:15:00,88.09317091871962,17.26591572580645,160.72596226420504,26.507608202687567,34.163753099974166,16.728084418528727,159.89723394212825,24.745008890964,2.6413980263157897
2020-01-01 16:30:00,93.31319493850349,8.874980645161292,82.5550220126267,12.66731840238895,34.421839490226475,8.581908372025538,82.43337461522513,11.820563458634672,2.4412280701754385
2020-01-01 16:45:00,98.65412148903556,2.519055241935484,23.41907075473503,3.388369400895855,34.644006135365544,2.4322781395095774,23.45032798070945,3.160836296988002,2.2054440789473686
2020-01-01 17:00:00,103.16,0.0,0.0,0.0,34.93,0.0,0.0,0.0,1.935
2020-01-01 17:15:00,106.63223129006512,0.0,0.0,0.0,35.38509940182969,0.0,0.0,0.0,1.518968369399739
2020-01-01 17:30:00,109.68374580576508,0.0,0.0,0.0,35.940775275627495,0.0,0.0,0.0,0.9717884587501812
2020-01-01 17:45:00,112.57588741858252,0.0,0.0,0.0,36.43606351161154,0.0,0.0,0.0,0.4824643187255329
2020-01-01 18:00:00,115.57,0.0,0.0,0.0,36.71,0.0,0.0,0.0,0.24
2020-01-01 18:15:00,118.82221988856874,0.0,0.0,0.0,36.7886009831367,0.0,0.0,0.0,0.1953564049586776
2020-01-01 18:30:00,122.1645403466382,0.0,0.0,0.0,36.83083004370115,0.0,0.0,0.0,0.1669834710743801
2020-01-01 18:45:00,125.3720906313886,0.0,0.0,0.0,36.87514408241502,0.0,0.0,0.0,0.1451188016528925
2020-01-01 19:00:00,128.22,0.0,0.0,0.0,36.96,0.0,0.0,0.0,0.12
2020-01-01 19:15:00,130.8173941217823,0.0,0.0,0.0,37.54313859772224,0.0,0.0,0.0,0.0843749999999999
2020-01-01 19:30:00,133.2857523284842,0.0,0.0,0.0,38.745423769998204,0.0,0.0,0.0,0.0449999999999999
2020-01-01 19:45:00,135.41873437094395,0.0,0.0,0.0,40.09999705727507,0.0,0.0,0.0,0.0131249999999999
2020-01-01 20:00:00,137.01,0.0,0.0,0.0,41.14,0.0,0.0,0.0,0.0
2020-01-01 20:15:00,138.075987074117,0.0,0.0,0.0,41.78014128372713,0.0,0.0,0.0,0.0
2020-01-01 20:30:00,138.8926715250117,0.0,0.0,0.0,42.30577847267434,0.0,0.0,0.0,0.0
